HGNC gene	Residual Variation Intolerance Score	Residual Variation Intolerance Score Percentile
PIRT	0.080983847	59.76055674
PLAC1L	0.080983847	59.76055674
PRR15L	0.080983847	59.76055674
PRRG1	0.080983847	59.76055674
RBP1	0.080983847	59.76055674
RHOB	0.080983847	59.76055674
RMND5A	0.080983847	59.76055674
RND1	0.080983847	59.76055674
SCGB1D2	0.080983847	59.76055674
SIGMAR1	0.080983847	59.76055674
SLC31A1	0.080983847	59.76055674
SPA17	0.080983847	59.76055674
SPANXN1	0.080983847	59.76055674
TAZ	0.080983847	59.76055674
TIMM17A	0.080983847	59.76055674
TMEM128	0.080983847	59.76055674
TMEM133	0.080983847	59.76055674
TNFSF13B	0.080983847	59.76055674
UNC50	0.080983847	59.76055674
UQCRQ	0.080983847	59.76055674
VPS25	0.080983847	59.76055674
ACRV1	0.082802743	60.09082331
ADRB3	0.082802743	60.09082331
ALG5	0.082802743	60.09082331
BCL7A	0.082802743	60.09082331
BRIX1	0.082802743	60.09082331
C1GALT1	0.082802743	60.09082331
C3orf27	0.082802743	60.09082331
C6orf1	0.082802743	60.09082331
CACNB4	0.082802743	60.09082331
CDK16	0.082802743	60.09082331
CLEC4E	0.082802743	60.09082331
CMTM4	0.082802743	60.09082331
COMMD3	0.082802743	60.09082331
DKK2	0.082802743	60.09082331
DNAJC5B	0.082802743	60.09082331
DUSP19	0.082802743	60.09082331
ETFA	0.082802743	60.09082331
FGF23	0.082802743	60.09082331
GNA13	0.082802743	60.09082331
GPR6	0.082802743	60.09082331
HRASLS2	0.082802743	60.09082331
IL29	0.082802743	60.09082331
KCTD17	0.082802743	60.09082331
LAT2	0.082802743	60.09082331
LBX2	0.082802743	60.09082331
MOSPD3	0.082802743	60.09082331
MRPL40	0.082802743	60.09082331
NTAN1	0.082802743	60.09082331
OTC	0.082802743	60.09082331
PARK7	0.082802743	60.09082331
PRPF18	0.082802743	60.09082331
PRTFDC1	0.082802743	60.09082331
RAB33B	0.082802743	60.09082331
RDH11	0.082802743	60.09082331
RNMT	0.082802743	60.09082331
SLC25A15	0.082802743	60.09082331
SMUG1	0.082802743	60.09082331
SNAI1	0.082802743	60.09082331
SNAP29	0.082802743	60.09082331
SPRY2	0.082802743	60.09082331
TBC1D28	0.082802743	60.09082331
TCEANC2	0.082802743	60.09082331
TFAP4	0.082802743	60.09082331
TMED5	0.082802743	60.09082331
TMEM150C	0.082802743	60.09082331
TMEM170A	0.082802743	60.09082331
TNFAIP1	0.082802743	60.09082331
TPGS2	0.082802743	60.09082331
TSEN34	0.082802743	60.09082331
TSPAN1	0.082802743	60.09082331
TWF1	0.082802743	60.09082331
UBL4B	0.082802743	60.09082331
UPK2	0.082802743	60.09082331
ZBTB37	0.082802743	60.09082331
ZDHHC3	0.082802743	60.09082331
ZDHHC6	0.082802743	60.09082331
ADPRM	0.084621747	60.31493277
AIMP1	0.084621747	60.31493277
AP5S1	0.084621747	60.31493277
APEX1	0.084621747	60.31493277
ATP6V1E2	0.084621747	60.31493277
C14orf118	0.084621747	60.31493277
C9orf11	0.084621747	60.31493277
CCER1	0.084621747	60.31493277
CPNE9	0.084621747	60.31493277
CRX	0.084621747	60.31493277
GDF10	0.084621747	60.31493277
HCFC2	0.084621747	60.31493277
HFE	0.084621747	60.31493277
INHA	0.084621747	60.31493277
LYZL2	0.084621747	60.31493277
MBOAT2	0.084621747	60.31493277
MDM4	0.084621747	60.31493277
MGAT2	0.084621747	60.31493277
NMNAT3	0.084621747	60.31493277
NUDT9	0.084621747	60.31493277
OR56B4	0.084621747	60.31493277
PPP1R3C	0.084621747	60.31493277
PRPF38B	0.084621747	60.31493277
RASGEF1A	0.084621747	60.31493277
RDH5	0.084621747	60.31493277
RPL28	0.084621747	60.31493277
SETD7	0.084621747	60.31493277
STX18	0.084621747	60.31493277
TAS2R1	0.084621747	60.31493277
TNFRSF1A	0.084621747	60.31493277
TRUB1	0.084621747	60.31493277
TSPYL5	0.084621747	60.31493277
TXNIP	0.084621747	60.31493277
VSTM1	0.084621747	60.31493277
WDR92	0.084621747	60.31493277
ZCCHC16	0.084621747	60.31493277
ZNF586	0.084621747	60.31493277
ZNF781	0.084621747	60.31493277
CEP164	0.086234637	60.326728
POLR1A	0.086234637	60.326728
ACP2	0.086440867	60.47416844
BMP10	0.086440867	60.47416844
CA9	0.086440867	60.47416844
CAPZA3	0.086440867	60.47416844
CNR2	0.086440867	60.47416844
CYP7A1	0.086440867	60.47416844
CYTH4	0.086440867	60.47416844
DAPK2	0.086440867	60.47416844
FUT11	0.086440867	60.47416844
GLCE	0.086440867	60.47416844
GPR84	0.086440867	60.47416844
GPRC5D	0.086440867	60.47416844
HLA-G	0.086440867	60.47416844
HSD3B2	0.086440867	60.47416844
IL1R1	0.086440867	60.47416844
NCEH1	0.086440867	60.47416844
OR52N5	0.086440867	60.47416844
POLG2	0.086440867	60.47416844
RAB11FIP2	0.086440867	60.47416844
SAMD7	0.086440867	60.47416844
SHC3	0.086440867	60.47416844
SLC30A8	0.086440867	60.47416844
TNFRSF1B	0.086440867	60.47416844
TRDMT1	0.086440867	60.47416844
ZNF20	0.086440867	60.47416844
AGXT2L2	0.088260113	60.56853031
CALCR	0.088260113	60.56853031
CD1E	0.088260113	60.56853031
FBXO7	0.088260113	60.56853031
HPSE2	0.088260113	60.56853031
MYB	0.088260113	60.56853031
NR1D2	0.088260113	60.56853031
PIGS	0.088260113	60.56853031
PPP2R1B	0.088260113	60.56853031
RFT1	0.088260113	60.56853031
SHF	0.088260113	60.56853031
TNK1	0.088260113	60.56853031
TRAF1	0.088260113	60.56853031
UTP15	0.088260113	60.56853031
ZNF37A	0.088260113	60.56853031
ZNF573	0.088260113	60.56853031
ANGPT4	0.090079492	60.64519934
C3orf19	0.090079492	60.64519934
CERS4	0.090079492	60.64519934
EIF2AK3	0.090079492	60.64519934
EYA2	0.090079492	60.64519934
FTSJD1	0.090079492	60.64519934
JPH1	0.090079492	60.64519934
LRRC8C	0.090079492	60.64519934
PCCA	0.090079492	60.64519934
PGM2	0.090079492	60.64519934
SLC52A3	0.090079492	60.64519934
TBC1D5	0.090079492	60.64519934
TIMM44	0.090079492	60.64519934
CARS2	0.091899012	60.68058504
DSTYK	0.091899012	60.68058504
LCTL	0.091899012	60.68058504
PPP4R1	0.091899012	60.68058504
THSD1	0.091899012	60.68058504
ZNF585B	0.091899012	60.68058504
ADAMTS4	0.093718683	60.71007313
E2F7	0.093718683	60.71007313
FIGNL1	0.093718683	60.71007313
MTHFR	0.093718683	60.71007313
SLFN11	0.093718683	60.71007313
FLT3	0.097358507	60.71597075
A2M	0.099178678	60.75725407
ABCB1	0.099178678	60.75725407
ATP8B1	0.099178678	60.75725407
BMS1	0.099178678	60.75725407
NKTR	0.099178678	60.75725407
TACC3	0.099178678	60.75725407
WDR67	0.099178678	60.75725407
PCDHA5	0.100999032	60.76315169
B2M	0.101211609	60.95777306
CAMK2N1	0.101211609	60.95777306
CDK2AP2	0.101211609	60.95777306
CKS1B	0.101211609	60.95777306
COX17	0.101211609	60.95777306
CREBL2	0.101211609	60.95777306
DPH3	0.101211609	60.95777306
ERH	0.101211609	60.95777306
FAM127A	0.101211609	60.95777306
FKBP1A	0.101211609	60.95777306
GABARAP	0.101211609	60.95777306
H2AFV	0.101211609	60.95777306
LSM6	0.101211609	60.95777306
MAGOH	0.101211609	60.95777306
MYCBP	0.101211609	60.95777306
NEDD8	0.101211609	60.95777306
NFYB	0.101211609	60.95777306
PDE6H	0.101211609	60.95777306
PDZD11	0.101211609	60.95777306
PSENEN	0.101211609	60.95777306
RPS27L	0.101211609	60.95777306
SERP2	0.101211609	60.95777306
SF3B5	0.101211609	60.95777306
SNRPF	0.101211609	60.95777306
SPHAR	0.101211609	60.95777306
SS18L2	0.101211609	60.95777306
SUMO1	0.101211609	60.95777306
TCEAL8	0.101211609	60.95777306
TMEM167B	0.101211609	60.95777306
TMEM212	0.101211609	60.95777306
TMEM233	0.101211609	60.95777306
UBE2D2	0.101211609	60.95777306
UBL5	0.101211609	60.95777306
FARP1	0.102819578	60.96956829
PSD3	0.102819578	60.96956829
ATF3	0.103030231	61.2762444
ATG5	0.103030231	61.2762444
C10orf99	0.103030231	61.2762444
C17orf79	0.103030231	61.2762444
C19orf53	0.103030231	61.2762444
C1orf146	0.103030231	61.2762444
C20orf197	0.103030231	61.2762444
CCDC53	0.103030231	61.2762444
CCL4	0.103030231	61.2762444
CDKN2B	0.103030231	61.2762444
EDF1	0.103030231	61.2762444
EIF2S2	0.103030231	61.2762444
EMC3	0.103030231	61.2762444
EMC4	0.103030231	61.2762444
EMP3	0.103030231	61.2762444
FAM18B2-CDRT4	0.103030231	61.2762444
FAM216B	0.103030231	61.2762444
FTH1	0.103030231	61.2762444
GGCT	0.103030231	61.2762444
GPR82	0.103030231	61.2762444
GTF2B	0.103030231	61.2762444
HNRNPA0	0.103030231	61.2762444
IQCJ	0.103030231	61.2762444
KRTAP19-1	0.103030231	61.2762444
METTL7A	0.103030231	61.2762444
MID1IP1	0.103030231	61.2762444
NDUFB1	0.103030231	61.2762444
NHLRC4	0.103030231	61.2762444
NONO	0.103030231	61.2762444
NPFF	0.103030231	61.2762444
PPIL1	0.103030231	61.2762444
PRDX4	0.103030231	61.2762444
PSME2	0.103030231	61.2762444
PTRH2	0.103030231	61.2762444
RAB18	0.103030231	61.2762444
RAB6A	0.103030231	61.2762444
RFESD	0.103030231	61.2762444
RIPPLY1	0.103030231	61.2762444
RPL12	0.103030231	61.2762444
RPS27A	0.103030231	61.2762444
S100A9	0.103030231	61.2762444
SAA1	0.103030231	61.2762444
SFT2D1	0.103030231	61.2762444
SNTN	0.103030231	61.2762444
SPDYA	0.103030231	61.2762444
SPRR1B	0.103030231	61.2762444
TIPRL	0.103030231	61.2762444
TMEM69	0.103030231	61.2762444
TXNL1	0.103030231	61.2762444
VWC2L	0.103030231	61.2762444
WNT1	0.103030231	61.2762444
YWHAB	0.103030231	61.2762444
CRB2	0.104640324	61.28214201
AQP10	0.104848986	61.49445624
ATP5S	0.104848986	61.49445624
C5orf51	0.104848986	61.49445624
CAMP	0.104848986	61.49445624
CCDC12	0.104848986	61.49445624
CCNI	0.104848986	61.49445624
CDNF	0.104848986	61.49445624
CHMP4C	0.104848986	61.49445624
CSN2	0.104848986	61.49445624
CYB561D1	0.104848986	61.49445624
DKC1	0.104848986	61.49445624
DPPA4	0.104848986	61.49445624
DUSP6	0.104848986	61.49445624
EFNB3	0.104848986	61.49445624
EREG	0.104848986	61.49445624
ESD	0.104848986	61.49445624
EXOSC8	0.104848986	61.49445624
HEBP2	0.104848986	61.49445624
HORMAD1	0.104848986	61.49445624
HTR7	0.104848986	61.49445624
IGSF6	0.104848986	61.49445624
IL20	0.104848986	61.49445624
IRF2BP1	0.104848986	61.49445624
LCE3D	0.104848986	61.49445624
LGALS2	0.104848986	61.49445624
MAGT1	0.104848986	61.49445624
MFAP1	0.104848986	61.49445624
MRPL50	0.104848986	61.49445624
ORAI1	0.104848986	61.49445624
PSMB7	0.104848986	61.49445624
SDC2	0.104848986	61.49445624
SDR16C5	0.104848986	61.49445624
SETD8	0.104848986	61.49445624
SLC16A2	0.104848986	61.49445624
TIMM22	0.104848986	61.49445624
TMEM52	0.104848986	61.49445624
AGTR1	0.106667882	61.73036093
ARFIP1	0.106667882	61.73036093
C11orf80	0.106667882	61.73036093
C22orf25	0.106667882	61.73036093
C2orf70	0.106667882	61.73036093
C6orf58	0.106667882	61.73036093
CABYR	0.106667882	61.73036093
CBX4	0.106667882	61.73036093
CCNH	0.106667882	61.73036093
CDC42EP2	0.106667882	61.73036093
FAM105A	0.106667882	61.73036093
GIMAP5	0.106667882	61.73036093
GIPC1	0.106667882	61.73036093
GLTPD1	0.106667882	61.73036093
GRPR	0.106667882	61.73036093
HMGCLL1	0.106667882	61.73036093
HOXD3	0.106667882	61.73036093
HS3ST5	0.106667882	61.73036093
KRTAP24-1	0.106667882	61.73036093
LAMP2	0.106667882	61.73036093
LPCAT3	0.106667882	61.73036093
NGF	0.106667882	61.73036093
PBLD	0.106667882	61.73036093
PTGR1	0.106667882	61.73036093
RAB3D	0.106667882	61.73036093
RAD51C	0.106667882	61.73036093
RPP30	0.106667882	61.73036093
RTBDN	0.106667882	61.73036093
SLC25A37	0.106667882	61.73036093
SLC30A2	0.106667882	61.73036093
ST8SIA1	0.106667882	61.73036093
SULT1B1	0.106667882	61.73036093
UROD	0.106667882	61.73036093
UTP18	0.106667882	61.73036093
VSIG8	0.106667882	61.73036093
WDR5B	0.106667882	61.73036093
ZFP41	0.106667882	61.73036093
ZNF385B	0.106667882	61.73036093
ZNF552	0.106667882	61.73036093
ZNF639	0.106667882	61.73036093
RRBP1	0.10828245	61.73625855
AGMAT	0.108486928	61.90728946
ANGPTL4	0.108486928	61.90728946
AQP7	0.108486928	61.90728946
ELL2	0.108486928	61.90728946
GPATCH2	0.108486928	61.90728946
GPR32	0.108486928	61.90728946
IFIT3	0.108486928	61.90728946
IGSF11	0.108486928	61.90728946
LCP1	0.108486928	61.90728946
LHPP	0.108486928	61.90728946
MAEL	0.108486928	61.90728946
MAP2K3	0.108486928	61.90728946
MARC1	0.108486928	61.90728946
OR1S2	0.108486928	61.90728946
OR5AR1	0.108486928	61.90728946
OR6B3	0.108486928	61.90728946
PLD4	0.108486928	61.90728946
PRR11	0.108486928	61.90728946
RANBP3L	0.108486928	61.90728946
RNF180	0.108486928	61.90728946
SERPINE3	0.108486928	61.90728946
SHARPIN	0.108486928	61.90728946
SNX21	0.108486928	61.90728946
SOHLH2	0.108486928	61.90728946
TBPL2	0.108486928	61.90728946
UCP2	0.108486928	61.90728946
ZNF101	0.108486928	61.90728946
ZNF200	0.108486928	61.90728946
ZNF823	0.108486928	61.90728946
ACOT8	0.110306132	62.00165133
AMY2B	0.110306132	62.00165133
C10orf120	0.110306132	62.00165133
CD1A	0.110306132	62.00165133
ENTPD7	0.110306132	62.00165133
HEATR3	0.110306132	62.00165133
HTR2B	0.110306132	62.00165133
HYAL1	0.110306132	62.00165133
LRRTM1	0.110306132	62.00165133
MANSC1	0.110306132	62.00165133
PCCB	0.110306132	62.00165133
PSMB11	0.110306132	62.00165133
SLC17A3	0.110306132	62.00165133
TCF7	0.110306132	62.00165133
WASF3	0.110306132	62.00165133
ZNF185	0.110306132	62.00165133
ARRDC1	0.112125503	62.09601321
BBS4	0.112125503	62.09601321
C20orf152	0.112125503	62.09601321
CEP70	0.112125503	62.09601321
FUT5	0.112125503	62.09601321
HHATL	0.112125503	62.09601321
HPX	0.112125503	62.09601321
MOCS1	0.112125503	62.09601321
MUTYH	0.112125503	62.09601321
NOX4	0.112125503	62.09601321
PLOD2	0.112125503	62.09601321
SCEL	0.112125503	62.09601321
SLC26A7	0.112125503	62.09601321
SRRM4	0.112125503	62.09601321
UTP14C	0.112125503	62.09601321
ZNF667	0.112125503	62.09601321
ADAM29	0.113945049	62.14319415
ALDH3A1	0.113945049	62.14319415
B3GNTL1	0.113945049	62.14319415
BAG3	0.113945049	62.14319415
CCDC9	0.113945049	62.14319415
LIMK2	0.113945049	62.14319415
LY9	0.113945049	62.14319415
SPATA18	0.113945049	62.14319415
ACSM1	0.115764778	62.17268224
ADCY2	0.115764778	62.17268224
PDE6C	0.115764778	62.17268224
TGM7	0.115764778	62.17268224
TMEM132E	0.115764778	62.17268224
ATRN	0.117584698	62.19037509
KRT5	0.117584698	62.19037509
PCDHGA1	0.117584698	62.19037509
ADAM7	0.119404819	62.20806794
AEBP1	0.119404819	62.20806794
ATAD3A	0.119404819	62.20806794
MAN2B1	0.121225147	62.22576079
PPP6R1	0.121225147	62.22576079
RANBP17	0.121225147	62.22576079
SEMA4D	0.123045693	62.23755603
VWA2	0.123045693	62.23755603
ANKRD34C	0.12325821	62.38499646
C12orf75	0.12325821	62.38499646
C17orf109	0.12325821	62.38499646
C17orf110	0.12325821	62.38499646
C18orf42	0.12325821	62.38499646
C6orf228	0.12325821	62.38499646
CALM2	0.12325821	62.38499646
CAMK2N2	0.12325821	62.38499646
COX7C	0.12325821	62.38499646
DYNLL1	0.12325821	62.38499646
EIF1	0.12325821	62.38499646
FAM195B	0.12325821	62.38499646
LDOC1	0.12325821	62.38499646
MT2A	0.12325821	62.38499646
NHLH2	0.12325821	62.38499646
PITPNB	0.12325821	62.38499646
PLN	0.12325821	62.38499646
SNRPD1	0.12325821	62.38499646
SNRPE	0.12325821	62.38499646
SNRPG	0.12325821	62.38499646
SNX3	0.12325821	62.38499646
TCEAL7	0.12325821	62.38499646
TMSB15A	0.12325821	62.38499646
TRAPPC2	0.12325821	62.38499646
UBE2W	0.12325821	62.38499646
CORO7	0.124866463	62.3967917
TMEM8A	0.124866463	62.3967917
ACTR3	0.125076652	62.7388535
ANKRD46	0.125076652	62.7388535
APH1A	0.125076652	62.7388535
APOM	0.125076652	62.7388535
ARL2BP	0.125076652	62.7388535
ARMCX3	0.125076652	62.7388535
ARPC3	0.125076652	62.7388535
ATOH7	0.125076652	62.7388535
BCAS2	0.125076652	62.7388535
BTG1	0.125076652	62.7388535
C15orf29	0.125076652	62.7388535
CCL1	0.125076652	62.7388535
CHCHD5	0.125076652	62.7388535
CST3	0.125076652	62.7388535
DCTN3	0.125076652	62.7388535
EIF2S3	0.125076652	62.7388535
FABP1	0.125076652	62.7388535
G0S2	0.125076652	62.7388535
GOLGA7B	0.125076652	62.7388535
GREM1	0.125076652	62.7388535
GREM2	0.125076652	62.7388535
IFITM3	0.125076652	62.7388535
IL15	0.125076652	62.7388535
LGALSL	0.125076652	62.7388535
MAFK	0.125076652	62.7388535
MRFAP1L1	0.125076652	62.7388535
MRPL20	0.125076652	62.7388535
MRPS25	0.125076652	62.7388535
N4BP2L1	0.125076652	62.7388535
NDUFB6	0.125076652	62.7388535
NDUFC2	0.125076652	62.7388535
NOL3	0.125076652	62.7388535
NUPR1	0.125076652	62.7388535
PDK3	0.125076652	62.7388535
PGRMC1	0.125076652	62.7388535
PHOX2B	0.125076652	62.7388535
PLDN	0.125076652	62.7388535
POU3F4	0.125076652	62.7388535
PSMG3	0.125076652	62.7388535
PYCARD	0.125076652	62.7388535
RAB33A	0.125076652	62.7388535
RAB7L1	0.125076652	62.7388535
RPL35	0.125076652	62.7388535
S100A10	0.125076652	62.7388535
SIAH1	0.125076652	62.7388535
SYS1	0.125076652	62.7388535
TCTA	0.125076652	62.7388535
TMEM14C	0.125076652	62.7388535
TRAPPC5	0.125076652	62.7388535
UBE2D4	0.125076652	62.7388535
UBE2M	0.125076652	62.7388535
UBTD2	0.125076652	62.7388535
WFDC10A	0.125076652	62.7388535
ZBTB8B	0.125076652	62.7388535
ZBTB8OS	0.125076652	62.7388535
ZMAT5	0.125076652	62.7388535
ZNF428	0.125076652	62.7388535
ZNF524	0.125076652	62.7388535
OCA2	0.126687467	62.75064874
PARD3B	0.126687467	62.75064874
ATP6AP2	0.12689526	63.00424628
C12orf65	0.12689526	63.00424628
C17orf98	0.12689526	63.00424628
C4BPB	0.12689526	63.00424628
C5orf44	0.12689526	63.00424628
C9orf37	0.12689526	63.00424628
CALU	0.12689526	63.00424628
CD300LB	0.12689526	63.00424628
CD79A	0.12689526	63.00424628
CLEC17A	0.12689526	63.00424628
CRYGB	0.12689526	63.00424628
DCAF16	0.12689526	63.00424628
DTWD1	0.12689526	63.00424628
FAM177A1	0.12689526	63.00424628
FBXO36	0.12689526	63.00424628
FCER1A	0.12689526	63.00424628
FOXR2	0.12689526	63.00424628
FUT9	0.12689526	63.00424628
GEMIN8	0.12689526	63.00424628
IK	0.12689526	63.00424628
IL13RA2	0.12689526	63.00424628
INHBC	0.12689526	63.00424628
INPP1	0.12689526	63.00424628
MSI2	0.12689526	63.00424628
NCK1	0.12689526	63.00424628
NDUFV2	0.12689526	63.00424628
NKG7	0.12689526	63.00424628
NOV	0.12689526	63.00424628
NT5C3	0.12689526	63.00424628
OMG	0.12689526	63.00424628
PCTP	0.12689526	63.00424628
PLA2G2E	0.12689526	63.00424628
PPP1R1B	0.12689526	63.00424628
PSMB2	0.12689526	63.00424628
RAB23	0.12689526	63.00424628
RBPMS	0.12689526	63.00424628
ROPN1	0.12689526	63.00424628
SERTAD1	0.12689526	63.00424628
SH3YL1	0.12689526	63.00424628
SLC35A1	0.12689526	63.00424628
TPD52L1	0.12689526	63.00424628
VGLL3	0.12689526	63.00424628
WWTR1	0.12689526	63.00424628
ADIPOQ	0.128714042	63.19886766
ADPGK	0.128714042	63.19886766
ANKRD23	0.128714042	63.19886766
ANXA5	0.128714042	63.19886766
ARMC10	0.128714042	63.19886766
BCDIN3D	0.128714042	63.19886766
CALML6	0.128714042	63.19886766
CAPN6	0.128714042	63.19886766
CIB4	0.128714042	63.19886766
CRISP3	0.128714042	63.19886766
CTSL1	0.128714042	63.19886766
EAF2	0.128714042	63.19886766
FAM207A	0.128714042	63.19886766
FAM212A	0.128714042	63.19886766
FAM45A	0.128714042	63.19886766
GIMAP7	0.128714042	63.19886766
HAT1	0.128714042	63.19886766
LACTB	0.128714042	63.19886766
METTL21A	0.128714042	63.19886766
NAP1L3	0.128714042	63.19886766
OR9A4	0.128714042	63.19886766
PCP2	0.128714042	63.19886766
PHPT1	0.128714042	63.19886766
PTGER3	0.128714042	63.19886766
SEPT1	0.128714042	63.19886766
SFRP5	0.128714042	63.19886766
SLC25A22	0.128714042	63.19886766
SNIP1	0.128714042	63.19886766
SOBP	0.128714042	63.19886766
SPESP1	0.128714042	63.19886766
TDG	0.128714042	63.19886766
TTC1	0.128714042	63.19886766
ZNF131	0.128714042	63.19886766
ASCC3	0.130330208	63.21066289
EPHA8	0.130330208	63.21066289
ALAS2	0.130533008	63.35810333
ATP6V0D2	0.130533008	63.35810333
C10orf54	0.130533008	63.35810333
C6orf89	0.130533008	63.35810333
CCDC51	0.130533008	63.35810333
CCNB2	0.130533008	63.35810333
FAM123A	0.130533008	63.35810333
FKBP9	0.130533008	63.35810333
FRMD5	0.130533008	63.35810333
HOMER2	0.130533008	63.35810333
HSPA2	0.130533008	63.35810333
LRRC3	0.130533008	63.35810333
OR51E2	0.130533008	63.35810333
SHBG	0.130533008	63.35810333
SLC38A2	0.130533008	63.35810333
SLC38A9	0.130533008	63.35810333
TMEM53	0.130533008	63.35810333
TNFRSF14	0.130533008	63.35810333
TRIM59	0.130533008	63.35810333
TST	0.130533008	63.35810333
TUBE1	0.130533008	63.35810333
WIPI1	0.130533008	63.35810333
ZNF195	0.130533008	63.35810333
ZNF280B	0.130533008	63.35810333
ZNF385D	0.130533008	63.35810333
TNS3	0.132151962	63.36400094
ACSL3	0.132352165	63.48785091
FAM189B	0.132352165	63.48785091
FAM98A	0.132352165	63.48785091
FOXS1	0.132352165	63.48785091
GPA33	0.132352165	63.48785091
GPR75-ASB3	0.132352165	63.48785091
GRTP1	0.132352165	63.48785091
KHK	0.132352165	63.48785091
KIAA1919	0.132352165	63.48785091
MANEA	0.132352165	63.48785091
MNS1	0.132352165	63.48785091
NEU2	0.132352165	63.48785091
NIPAL4	0.132352165	63.48785091
SETD6	0.132352165	63.48785091
SLC36A4	0.132352165	63.48785091
TAPBP	0.132352165	63.48785091
TMTC3	0.132352165	63.48785091
WDSUB1	0.132352165	63.48785091
ZFP30	0.132352165	63.48785091
ZNF613	0.132352165	63.48785091
ZNF71	0.132352165	63.48785091
TJP3	0.133973982	63.49374853
ACOX1	0.134171522	63.57041755
ASMT	0.134171522	63.57041755
ATF6B	0.134171522	63.57041755
BEST3	0.134171522	63.57041755
GLP1R	0.134171522	63.57041755
GRAMD1C	0.134171522	63.57041755
MSH5	0.134171522	63.57041755
MTMR12	0.134171522	63.57041755
NEIL2	0.134171522	63.57041755
RTN1	0.134171522	63.57041755
SPHK2	0.134171522	63.57041755
TNFRSF19	0.134171522	63.57041755
ZNF79	0.134171522	63.57041755
COL5A3	0.135796279	63.57631517
FMNL2	0.135991087	63.61759849
GP1BA	0.135991087	63.61759849
HAUS5	0.135991087	63.61759849
PNPT1	0.135991087	63.61759849
PRKD3	0.135991087	63.61759849
TMEM104	0.135991087	63.61759849
TRIM36	0.135991087	63.61759849
MYH4	0.137618858	63.62349611
MAVS	0.137810868	63.63529134
ZNF792	0.137810868	63.63529134
ADAD2	0.141451114	63.65298419
PCDHGB6	0.141451114	63.65298419
ZFYVE9	0.141451114	63.65298419
IGSF9	0.143271594	63.67067705
PALLD	0.143271594	63.67067705
PCDHGA7	0.143271594	63.67067705
RECQL5	0.145092325	63.67657466
ARPC4	0.145304857	63.81221986
ATOX1	0.145304857	63.81221986
BRK1	0.145304857	63.81221986
C1orf212	0.145304857	63.81221986
C9orf16	0.145304857	63.81221986
CCDC23	0.145304857	63.81221986
ENY2	0.145304857	63.81221986
GNG5	0.145304857	63.81221986
GNG8	0.145304857	63.81221986
H3F3A	0.145304857	63.81221986
KRTAP20-3	0.145304857	63.81221986
MEF2BNB	0.145304857	63.81221986
MTCP1	0.145304857	63.81221986
PHF5A	0.145304857	63.81221986
RPL39	0.145304857	63.81221986
RPL41	0.145304857	63.81221986
S100G	0.145304857	63.81221986
SEC61G	0.145304857	63.81221986
TMSB10	0.145304857	63.81221986
UBE2A	0.145304857	63.81221986
UBE2L3	0.145304857	63.81221986
UBE2QL1	0.145304857	63.81221986
ZNF706	0.145304857	63.81221986
CCDC158	0.146913314	63.8240151
ITIH2	0.146913314	63.8240151
ACBD7	0.147123112	64.11299835
AGPAT1	0.147123112	64.11299835
AIF1	0.147123112	64.11299835
ATG12	0.147123112	64.11299835
BLOC1S2	0.147123112	64.11299835
C18orf32	0.147123112	64.11299835
C1D	0.147123112	64.11299835
C2orf66	0.147123112	64.11299835
C9orf163	0.147123112	64.11299835
CLDN2	0.147123112	64.11299835
CMC2	0.147123112	64.11299835
DEFB135	0.147123112	64.11299835
DHFR	0.147123112	64.11299835
EIF3J	0.147123112	64.11299835
H2AFJ	0.147123112	64.11299835
HIST1H4G	0.147123112	64.11299835
HIST2H2BE	0.147123112	64.11299835
IFNA13	0.147123112	64.11299835
IL9	0.147123112	64.11299835
IMP3	0.147123112	64.11299835
KRTAP19-8	0.147123112	64.11299835
LIMD2	0.147123112	64.11299835
LIN52	0.147123112	64.11299835
MAP1LC3B	0.147123112	64.11299835
MRPL51	0.147123112	64.11299835
MRPS33	0.147123112	64.11299835
NDUFB5	0.147123112	64.11299835
NRN1	0.147123112	64.11299835
NTS	0.147123112	64.11299835
NUDT2	0.147123112	64.11299835
PF4V1	0.147123112	64.11299835
POP7	0.147123112	64.11299835
PROK2	0.147123112	64.11299835
RGS21	0.147123112	64.11299835
SFTA3	0.147123112	64.11299835
SH3BGRL2	0.147123112	64.11299835
SMAGP	0.147123112	64.11299835
SRP14	0.147123112	64.11299835
STRA8	0.147123112	64.11299835
TMEM141	0.147123112	64.11299835
TMEM229B	0.147123112	64.11299835
TMEM50B	0.147123112	64.11299835
TMEM68	0.147123112	64.11299835
TNNI3	0.147123112	64.11299835
UBE2V1	0.147123112	64.11299835
UQCRB	0.147123112	64.11299835
UQCRH	0.147123112	64.11299835
VAMP8	0.147123112	64.11299835
YY1	0.147123112	64.11299835
PML	0.148734569	64.11889597
ASB17	0.148941568	64.31941496
C11orf1	0.148941568	64.31941496
C3orf75	0.148941568	64.31941496
CADM4	0.148941568	64.31941496
CD164L2	0.148941568	64.31941496
CDCA5	0.148941568	64.31941496
CDR1	0.148941568	64.31941496
CDX2	0.148941568	64.31941496
CMTM5	0.148941568	64.31941496
COMMD9	0.148941568	64.31941496
COQ2	0.148941568	64.31941496
FAM219B	0.148941568	64.31941496
GLS	0.148941568	64.31941496
IFNA6	0.148941568	64.31941496
IL13	0.148941568	64.31941496
INO80C	0.148941568	64.31941496
